,born,bornCity,bornCountry,bornCountryCode,died,diedCity,diedCountry,diedCountryCode,firstname,gender,id,prizes,surname,affiliations,category,motivation,overallMotivation,share,year
52,1907-01-23,Tokyo,Japan,JP,1981-09-08,Kyoto,Japan,JP,Hideki,male,54,"[{'year': '1949', 'category': 'physics', 'share': '1', 'motivation': '""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""', 'affiliations': [{'name': 'Kyoto Imperial University', 'city': 'Kyoto', 'country': 'Japan'}, {'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Yukawa,"[{'name': 'Kyoto Imperial University', 'city': 'Kyoto', 'country': 'Japan'}, {'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",physics,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",,1,1949
53,1903-12-05,Tonbridge,United Kingdom,GB,1969-08-09,,Italy,IT,Cecil Frank,male,55,"[{'year': '1950', 'category': 'physics', 'share': '1', 'motivation': '""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""', 'affiliations': [{'name': 'Bristol University', 'city': 'Bristol', 'country': 'United Kingdom'}]}]",Powell,"[{'name': 'Bristol University', 'city': 'Bristol', 'country': 'United Kingdom'}]",physics,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",,1,1950
54,1897-05-27,Todmorden,United Kingdom,GB,1967-09-18,Cambridge,United Kingdom,GB,Sir John Douglas,male,56,"[{'year': '1951', 'category': 'physics', 'share': '2', 'motivation': '""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""', 'affiliations': [{'name': 'Atomic Energy Research Establishment', 'city': 'Harwell, Berkshire', 'country': 'United Kingdom'}]}]",Cockcroft,"[{'name': 'Atomic Energy Research Establishment', 'city': 'Harwell, Berkshire', 'country': 'United Kingdom'}]",physics,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",,2,1951
55,1903-10-06,Dungarvan,Ireland,IE,1995-06-25,Belfast,Northern Ireland,GB,Ernest Thomas Sinton,male,57,"[{'year': '1951', 'category': 'physics', 'share': '2', 'motivation': '""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""', 'affiliations': [{'name': 'Trinity College', 'city': 'Dublin', 'country': 'Ireland'}]}]",Walton,"[{'name': 'Trinity College', 'city': 'Dublin', 'country': 'Ireland'}]",physics,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",,2,1951
56,1905-10-23,Zurich,Switzerland,CH,1983-09-10,Zurich,Switzerland,CH,Felix,male,58,"[{'year': '1952', 'category': 'physics', 'share': '2', 'motivation': '""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Bloch,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",,2,1952
57,1912-08-30,"Taylorville, IL",USA,US,1997-03-07,"Cambridge, MA",USA,US,Edward Mills,male,59,"[{'year': '1952', 'category': 'physics', 'share': '2', 'motivation': '""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Purcell,"[{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]",physics,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",,2,1952
58,1888-07-16,Amsterdam,the Netherlands,NL,1966-03-10,Groningen,the Netherlands,NL,Frits,male,60,"[{'year': '1953', 'category': 'physics', 'share': '1', 'motivation': '""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""', 'affiliations': [{'name': 'Groningen University', 'city': 'Groningen', 'country': 'the Netherlands'}]}]",Zernike,"[{'name': 'Groningen University', 'city': 'Groningen', 'country': 'the Netherlands'}]",physics,"""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""",,1,1953
59,1882-12-11,Breslau (now Wroclaw),Germany (now Poland),PL,1970-01-05,Göttingen,West Germany (now Germany),DE,Max,male,61,"[{'year': '1954', 'category': 'physics', 'share': '2', 'motivation': '""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""', 'affiliations': [{'name': 'Edinburgh University', 'city': 'Edinburgh', 'country': 'United Kingdom'}]}]",Born,"[{'name': 'Edinburgh University', 'city': 'Edinburgh', 'country': 'United Kingdom'}]",physics,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",,2,1954
60,1891-01-08,Oranienburg,Germany,DE,1957-02-08,Heidelberg,West Germany (now Germany),DE,Walther,male,62,"[{'year': '1954', 'category': 'physics', 'share': '2', 'motivation': '""for the coincidence method and his discoveries made therewith""', 'affiliations': [{'name': 'University of Heidelberg', 'city': 'Heidelberg', 'country': 'Federal Republic of Germany'}, {'name': 'Max-Planck-Institut für medizinische Forschung', 'city': 'Heidelberg', 'country': 'Federal Republic of Germany'}]}]",Bothe,"[{'name': 'University of Heidelberg', 'city': 'Heidelberg', 'country': 'Federal Republic of Germany'}, {'name': 'Max-Planck-Institut für medizinische Forschung', 'city': 'Heidelberg', 'country': 'Federal Republic of Germany'}]",physics,"""for the coincidence method and his discoveries made therewith""",,2,1954
61,1913-07-12,"Los Angeles, CA",USA,US,2008-05-15,"Tucson, AZ",USA,US,Willis Eugene,male,63,"[{'year': '1955', 'category': 'physics', 'share': '2', 'motivation': '""for his discoveries concerning the fine structure of the hydrogen spectrum""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Lamb,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",,2,1955
62,1911-01-26,Blankenburg,Germany,DE,1993-03-20,"Dallas, TX",USA,US,Polykarp,male,64,"[{'year': '1955', 'category': 'physics', 'share': '2', 'motivation': '""for his precision determination of the magnetic moment of the electron""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Kusch,"[{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",physics,"""for his precision determination of the magnetic moment of the electron""",,2,1955
63,1910-02-13,London,United Kingdom,GB,1989-08-12,"Palo Alto, CA",USA,US,William Bradford,male,65,"[{'year': '1956', 'category': 'physics', 'share': '3', 'motivation': '""for their researches on semiconductors and their discovery of the transistor effect""', 'affiliations': [{'name': 'Semiconductor Laboratory of Beckman Instruments, Inc.', 'city': 'Mountain View, CA', 'country': 'USA'}]}]",Shockley,"[{'name': 'Semiconductor Laboratory of Beckman Instruments, Inc.', 'city': 'Mountain View, CA', 'country': 'USA'}]",physics,"""for their researches on semiconductors and their discovery of the transistor effect""",,3,1956
64,1908-05-23,"Madison, WI",USA,US,1991-01-30,"Boston, MA",USA,US,John,male,66,"[{'year': '1956', 'category': 'physics', 'share': '3', 'motivation': '""for their researches on semiconductors and their discovery of the transistor effect""', 'affiliations': [{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]}, {'year': '1972', 'category': 'physics', 'share': '3', 'motivation': '""for their jointly developed theory of superconductivity, usually called the BCS-theory""', 'affiliations': [{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]}]",Bardeen,"[{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]",physics,"""for their researches on semiconductors and their discovery of the transistor effect""",,3,1956
65,1902-02-10,Amoy,China,CN,1987-10-13,"Seattle, WA",USA,US,Walter Houser,male,67,"[{'year': '1956', 'category': 'physics', 'share': '3', 'motivation': '""for their researches on semiconductors and their discovery of the transistor effect""', 'affiliations': [{'name': 'Bell Telephone Laboratories', 'city': 'Murray Hill, NJ', 'country': 'USA'}]}]",Brattain,"[{'name': 'Bell Telephone Laboratories', 'city': 'Murray Hill, NJ', 'country': 'USA'}]",physics,"""for their researches on semiconductors and their discovery of the transistor effect""",,3,1956
66,1922-09-22,"Hofei, Anhwei",China,CN,0000-00-00,,,,Chen Ning,male,68,"[{'year': '1957', 'category': 'physics', 'share': '2', 'motivation': '""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""', 'affiliations': [{'name': 'Institute for Advanced Study', 'city': 'Princeton, NJ', 'country': 'USA'}]}]",Yang,"[{'name': 'Institute for Advanced Study', 'city': 'Princeton, NJ', 'country': 'USA'}]",physics,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",,2,1957
67,1926-11-24,Shanghai,China,CN,0000-00-00,,,,Tsung-Dao (T.D.),male,69,"[{'year': '1957', 'category': 'physics', 'share': '2', 'motivation': '""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Lee,"[{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",physics,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",,2,1957
68,1904-07-28,Novaya Chigla,Russia,RU,1990-01-06,,USSR,RU,Pavel Alekseyevich,male,70,"[{'year': '1958', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery and the interpretation of the Cherenkov effect""', 'affiliations': [{'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'USSR'}]}]",Cherenkov,"[{'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'USSR'}]",physics,"""for the discovery and the interpretation of the Cherenkov effect""",,3,1958
69,1895-07-08,Vladivostok,Russia,RU,1971-04-12,Moscow,USSR (now Russia),RU,Igor Yevgenyevich,male,71,"[{'year': '1958', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery and the interpretation of the Cherenkov effect""', 'affiliations': [{'name': 'University of Moscow', 'city': 'Moscow', 'country': 'USSR'}, {'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'USSR'}]}]",Tamm,"[{'name': 'University of Moscow', 'city': 'Moscow', 'country': 'USSR'}, {'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'USSR'}]",physics,"""for the discovery and the interpretation of the Cherenkov effect""",,3,1958
70,1905-02-01,Tivoli,Italy,IT,1989-04-22,"Lafayette, CA",USA,US,Emilio Gino,male,72,"[{'year': '1959', 'category': 'physics', 'share': '2', 'motivation': '""for their discovery of the antiproton""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]",Segrè,"[{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]",physics,"""for their discovery of the antiproton""",,2,1959
71,1920-07-10,"San Francisco, CA",USA,US,2006-02-28,"Berkeley, CA",USA,US,Owen,male,73,"[{'year': '1959', 'category': 'physics', 'share': '2', 'motivation': '""for their discovery of the antiproton""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]",Chamberlain,"[{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]",physics,"""for their discovery of the antiproton""",,2,1959
72,1926-09-21,"Cleveland, OH",USA,US,2013-02-28,"Berkeley, CA",USA,US,Donald Arthur,male,74,"[{'year': '1960', 'category': 'physics', 'share': '1', 'motivation': '""for the invention of the bubble chamber""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]",Glaser,"[{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]",physics,"""for the invention of the bubble chamber""",,1,1960
73,1915-02-05,"New York, NY",USA,US,1990-11-17,"Stanford, CA",USA,US,Robert,male,75,"[{'year': '1961', 'category': 'physics', 'share': '2', 'motivation': '""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Hofstadter,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",,2,1961
74,1929-01-31,Munich,Germany,DE,2011-09-14,,,,Rudolf Ludwig,male,76,"[{'year': '1961', 'category': 'physics', 'share': '2', 'motivation': '""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""', 'affiliations': [{'name': 'Technical University', 'city': 'Munich', 'country': 'Federal Republic of Germany'}, {'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]",Mössbauer,"[{'name': 'Technical University', 'city': 'Munich', 'country': 'Federal Republic of Germany'}, {'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]",physics,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",,2,1961
